,Unnamed: 0,user_id,name,username,description,created_at,followers_count,following_count,following_list,following_agentid_list,previous_tweets,category,tweets_id,user_char,activity_level_frequency,activity_level
81,81,80,CNBC's Closing Bell,CNBCClosingBell,Closing Bell hosted by @ScottWapnerCNBC airs live Monday-Friday at 3PM-4PM ET on CNBC. Taking you through the most important hour of trading and beyond.,2009-02-24 18:16:14+00:00,174477,72,[82],[],[],Business,9717759,Closing Bell hosted by @ScottWapnerCNBC airs live Monday-Friday at 3PM-4PM ET on CNBC. Taking you through the most important hour of trading and beyond.,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
82,82,81,NBC Bay Area,nbcbayarea,"Thank you for stopping by @NBCBayArea - the place to go for exclusive local stories, breaking news, weather and sports. Facebook: https://t.co/EID86FEI8f",2009-02-04 21:41:26+00:00,421616,1548,[82],[],[],Business,9717759,"Thank you for stopping by @NBCBayArea - the place to go for exclusive local stories, breaking news, weather and sports. Facebook: https://t.co/EID86FEI8f","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
83,83,82,CNBC,CNBC,First in business worldwide.,2009-02-09 00:03:41+00:00,5211568,855,"[80,86]",[],"['breaking: tesla to choose nevada for gigafactory, sources tell cnbc. URL']",Business,9717759,First in business worldwide.,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
84,84,83,Automotive News,Automotive_News,"Never miss a headline, download our app on iOS and Google Play.",2008-05-02 18:03:18+00:00,237830,2503,[86],[],[],Business,9717759,"Never miss a headline, download our app on iOS and Google Play.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
85,85,84,Amit Paranjape,aparanjape,"Diverse interests: Software, Healthcare, Aerospace, Technology, Science, Startups, Economics & Policy, Infrastructure, History, Cricket, City of Pune",2008-03-19 11:13:46+00:00,99449,933,[82],[],[],Business,9717759,"Diverse interests: Software, Healthcare, Aerospace, Technology, Science, Startups, Economics & Policy, Infrastructure, History, Cricket, City of Pune","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
86,86,85,D a n y e l 🔆 S m i t h,danamo,author 🔆 pod creator/host 🔆 @nytmag 🔆 @ringerfilms 🔆 mgmt: @_lexalt 🔆 rep: CAA,2008-08-19 17:42:24+00:00,41994,10214,[],[],[],Business,9717759,author 🔆 pod creator/host 🔆 @nytmag 🔆 @ringerfilms 🔆 mgmt: @_lexalt 🔆 rep: CAA,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
87,87,86,Phil LeBeau,Lebeaucarnews,Covering autos/airlines from Detroit to Japan to Europe for CNBC.,2009-09-02 15:10:00+00:00,45296,1968,"[80,82,83]",[],[],Business,9717759,Covering autos/airlines from Detroit to Japan to Europe for CNBC.,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
88,88,87,"John Parisella C.M, O.Q.",JohnParisella,ExDéléguéGénéralduQC à NY/Chef de cabinet-PMBourassa/TVAmidi avec MichelJean/NationalPR/Concordia/McGill/Harvard)/FORMAX/Fellow-Cérium/PortOfMtl Board/C.M./O.Q.,2010-07-28 18:06:54+00:00,22317,2877,[72],[],[],Business,3542420,ExDéléguéGénéralduQC à NY/Chef de cabinet-PMBourassa/TVAmidi avec MichelJean/NationalPR/Concordia/McGill/Harvard)/FORMAX/Fellow-Cérium/PortOfMtl Board/C.M./O.Q.,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
89,89,72,BuzzFeed,BuzzFeed,"Brb, taking quizzes 📈 some links may be affiliate 👍",2007-05-01 21:40:03+00:00,6042562,2828,[],[],['starbucks is testing a new latte that tastes exactly like guinness URL'],Business,3542420,"Brb, taking quizzes 📈 some links may be affiliate 👍","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
90,90,2,Mashable,mashable,Mashable is for superfans. We're not for the casually curious. Obsess with us.,2007-03-12 01:28:01+00:00,9036383,2631,[],[],['starbucks is experimenting with a beer-flavored latte that reportedly tastes like guinness URL'],Business,3725754,Mashable is for superfans. We're not for the casually curious. Obsess with us.,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
91,91,88,Stephanie,Stephwrites1,Short story writer,2011-08-08 16:27:00+00:00,31712,18926,[99],[],[],Education,4297068,Short story writer,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
92,92,89,Twinkl Resources,twinklresources,Helping those who teach (and tweet!) since 2010 • Got a question? Our @TwinklCares team is ready and waiting to help 🤗,2010-01-18 21:28:12+00:00,63167,4708,[99],[],[],Education,4297068,Helping those who teach (and tweet!) since 2010 • Got a question? Our @TwinklCares team is ready and waiting to help 🤗,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
93,93,90,WhatLauraLoves,whatlauraloves,Inspiring You To Live Life Confidently Award Winning #BodyConfident Blogger @PrincesTrust Digital Ambassador,2010-08-09 14:30:55+00:00,66649,356,[99],[],[],Education,4297068,Inspiring You To Live Life Confidently Award Winning #BodyConfident Blogger @PrincesTrust Digital Ambassador,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
94,94,91,Nihal | نهال,nihalist___,book reader • music listener • football watcher • counter-propagandist • لست مهزوما ما دمت تقاوم• DM for email,2010-04-11 21:08:32+00:00,53145,2346,[],[],[],Education,4297068,book reader • music listener • football watcher • counter-propagandist • لست مهزوما ما دمت تقاوم• DM for email,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
95,95,92,Holly Smale 🐻‍❄️,HolSmale,"Multi-million No.1 bestselling author, co-creator and screenwriter of GEEK GIRL. Autistic and dyspraxic, so yes I fall over a lot. 🐻‍❄️ Agent @katejshaw",2012-10-29 18:31:26+00:00,33925,977,[100],[],[],Education,4297068,"Multi-million No.1 bestselling author, co-creator and screenwriter of GEEK GIRL. Autistic and dyspraxic, so yes I fall over a lot. 🐻‍❄️ Agent @katejshaw","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
96,96,93,Nicolas Demorand,ndemorand,"Journaliste @franceinter, #Le79Inter. RT: pour info, par plaisir.",2009-03-12 20:09:57+00:00,151410,1501,[99],[],[],Education,4297068,"Journaliste @franceinter, #Le79Inter. RT: pour info, par plaisir.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
97,97,94,Mark Anderson,ICTEvangelist,"NEW BOOK: The #EdTechPlaybook out soon via @JohnCattEd. Former Teacher/SLT. FCCT. Now consultant, speaker & Head of Edu @ NetSupport. Also @global_edtech.",2010-02-13 20:23:23+00:00,58992,7732,[99],[],[],Education,4297068,"NEW BOOK: The #EdTechPlaybook out soon via @JohnCattEd. Former Teacher/SLT. FCCT. Now consultant, speaker & Head of Edu @ NetSupport. Also @global_edtech.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
98,98,95,Rania,RaniaKeiy,Outspoken! I'll tell u what I think even if I piss the hell out of you. لو منك معصبنيش,2009-04-18 10:23:29+00:00,36440,661,[],[],[],Education,4297068,Outspoken! I'll tell u what I think even if I piss the hell out of you. لو منك معصبنيش,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
99,99,96,Neale Hanvey Parliamentary Candidate🏴󠁧󠁢󠁳󠁣󠁴󠁿,JNHanvey,Former Alba Party Westminster Leader & MP for Kirkcaldy & Cowdenbeath. Tweeting Personally RT/QT≠ endorsement,2010-10-31 13:13:43+00:00,20533,2291,[99],[],[],Education,4297068,Former Alba Party Westminster Leader & MP for Kirkcaldy & Cowdenbeath. Tweeting Personally RT/QT≠ endorsement,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
100,100,97,Snigdha,snigskitchen,"Food, music, politics. Views are mine: don't threaten to email my boss. (She/her).
Mini blog: https://t.co/A7loBjKcNd
Main blog below.",2011-12-31 13:40:56+00:00,20718,11775,[99],[],[],Education,4297068,"Food, music, politics. Views are mine: don't threaten to email my boss. (She/her).
Mini blog: https://t.co/A7loBjKcNd
Main blog below.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
101,101,98,Tony Parsons,TonyParsonsUK,Hello. I am a novelist and journalist living in London. And see you on Instagram @ tonyparsonsuk,2010-12-03 19:26:06+00:00,49957,2251,[99],[],[],Education,4297068,Hello. I am a novelist and journalist living in London. And see you on Instagram @ tonyparsonsuk,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
102,102,99,The Independent,Independent,"News, comment and features from The Independent. Get the app: https://t.co/xWOfz1lHUd…",2008-10-26 00:00:29+00:00,3595138,463,[],[],['lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL'],Education,4297068,"News, comment and features from The Independent. Get the app: https://t.co/xWOfz1lHUd…","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
103,103,100,Joanne Harris,Joannechocolat,I drink tea and I write things. Purely personal account. Tired of this place? Find me @Joannechocolat everywhere. She/they. https://t.co/NugrOpcQyR,2010-04-09 16:56:36+00:00,109927,976,[],[],[],Education,4297068,I drink tea and I write things. Purely personal account. Tired of this place? Find me @Joannechocolat everywhere. She/they. https://t.co/NugrOpcQyR,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
104,104,101,Dr Ola Brown,NaijaFlyingDr,"Founder: @HealthCapAfrica   | Featured: CNN, CNBC, Arise | Bridging the gap between healthcare and finance",2012-10-25 19:31:24+00:00,241433,454,[99],[],[],Education,4297068,"Founder: @HealthCapAfrica   | Featured: CNN, CNBC, Arise | Bridging the gap between healthcare and finance","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
105,105,102,Dan Israel,dan_mdpt,"Journaliste @mediapart. Monde du travail, mobilisations sociales, économie + musique déprimante. Aussi sur @dan-mdpt.bsky.social et https://t.co/u9rU0NB4Ob",2009-04-07 12:34:48+00:00,21294,1026,[93],[],[],Education,4297068,"Journaliste @mediapart. Monde du travail, mobilisations sociales, économie + musique déprimante. Aussi sur @dan-mdpt.bsky.social et https://t.co/u9rU0NB4Ob","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
106,106,103,Player Video Interviews By Sunil,SunilSunderRaj3,Player Video Interviews Host @TopPreps I help players GET SEEN &  GET OFFERS through my paid interviews. Get interview experience and exposure.,2013-04-03 16:47:28+00:00,21426,21781,[105],[],[],Education,6282088,Player Video Interviews Host @TopPreps I help players GET SEEN &  GET OFFERS through my paid interviews. Get interview experience and exposure.,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
107,107,104,Alexander Russo,alexanderrusso,"Founder @thegrade_: https://t.co/jGcf3CCcxw. Previously: This Week In Education, LA School Report, District 299, Stray Dogs, Saints, & Saviors (book).",2008-04-17 03:03:41+00:00,31890,11827,[105],[],[],Education,6282088,"Founder @thegrade_: https://t.co/jGcf3CCcxw. Previously: This Week In Education, LA School Report, District 299, Stray Dogs, Saints, & Saviors (book).","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
108,108,105,ABC News,ABC,The only official ABC News account. Download our mobile app for the latest updates: https://t.co/6WupJH6wUx,2009-04-04 12:40:32+00:00,17815987,426,[],[],['oregon community helps mother after boy punished for being tardy due to vehicle problems: URL URL'],Education,6282088,The only official ABC News account. Download our mobile app for the latest updates: https://t.co/6WupJH6wUx,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
109,109,106,Marc Caputo,MarcACaputo,National political reporter covering MAGAville for @BulwarkOnline Florida Man. https://t.co/zsZKJ562U7,2010-12-16 17:38:06+00:00,86180,5077,[109],[],[],Entertainment,7925389,National political reporter covering MAGAville for @BulwarkOnline Florida Man. https://t.co/zsZKJ562U7,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
110,110,107,Steve Jackson Top 1% Of Influential People Network,SteveJacksonVA,I'm Steve Trusted Expert Social Media Concierge 2nd to None Networking Guru Influencer Management  @TinaLVick #SteveJacksonVA,2012-08-16 01:29:06+00:00,90396,16772,[109],[],[],Entertainment,7925389,I'm Steve Trusted Expert Social Media Concierge 2nd to None Networking Guru Influencer Management  @TinaLVick #SteveJacksonVA,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
111,111,108,Vladimir Duthiers,vladduthiersCBS,"Featured Host @CBSMornings, @CBSNews anchor, Peabody Award winner, Former @CNN Foreign Correspondent in West Africa, @columbia, Parisian #HaitiCherie",2009-03-23 09:07:46+00:00,52387,5228,[109],[],[],Entertainment,7925389,"Featured Host @CBSMornings, @CBSNews anchor, Peabody Award winner, Former @CNN Foreign Correspondent in West Africa, @columbia, Parisian #HaitiCherie","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
112,112,109,E! News,enews,"Your source for entertainment news, celebrities and pop culture.",2007-03-29 19:42:27+00:00,11705759,104841,[],[],['so sad to learn big bank hank has passed away--the sugarhill gang rapper was 57. URL URL'],Entertainment,7925389,"Your source for entertainment news, celebrities and pop culture.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
113,113,110,simi,simimoonlight,she/they or simi — currently disassociating and choosing enjoyment while the world ends. catch me on IG or TikTok simimoonlight ❤️,2009-04-06 21:06:11+00:00,42003,478,[],[],[],Entertainment,7925389,she/they or simi — currently disassociating and choosing enjoyment while the world ends. catch me on IG or TikTok simimoonlight ❤️,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
114,114,111,Ashley Nicole Moss,AshNicoleMoss,"“if you aim for the King, you best not miss” #ForbesUnder30 🏀 Host/Analyst @cbssports",2009-08-16 19:45:40+00:00,82015,1084,[109],[],[],Entertainment,7925389,"“if you aim for the King, you best not miss” #ForbesUnder30 🏀 Host/Analyst @cbssports","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
115,115,112,GameSpot,GameSpot,"Official @GameSpot💥 account. Follow for video game & entertainment news, & livestreams! For deals on games, consoles, hardware, and more follow @GameSpotDeals.",2007-06-29 17:54:14+00:00,5899214,752,[],[],"[""madden nfl 15 simulation correctly predicted the super bowl's final score. URL URL""]",Entertainment,8513473,"Official @GameSpot💥 account. Follow for video game & entertainment news, & livestreams! For deals on games, consoles, hardware, and more follow @GameSpotDeals.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
116,116,113,🇺🇸 Deplorable M’la,heifer109,TRUMP 2020 MAGA ~ KAG ~CONSERVATIVE ~ PRO LIFE ~ CHRISTIAN ~ No BS here,2009-03-26 01:22:47+00:00,35745,27438,[114],[],[],Health,5149265,TRUMP 2020 MAGA ~ KAG ~CONSERVATIVE ~ PRO LIFE ~ CHRISTIAN ~ No BS here,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
117,117,114,Fox News,FoxNews,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv",2007-03-17 19:01:26+00:00,24478479,261,[],[],"['19-year-old girl wakes up during brain surgery, asks doctors ‘how’s it going?’ URL via @foxnewshealth']",Health,5149265,"Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
118,118,115,Gülgûn FEYMAN,GFeyman,RETWEET'LERİM ONAYLADIĞIM ANLAMI TAŞIMAZ. NE MUTLU TÜRKÜM DİYENE..!,2010-01-25 15:59:50+00:00,99634,4611,[114],[],[],Health,5149265,RETWEET'LERİM ONAYLADIĞIM ANLAMI TAŞIMAZ. NE MUTLU TÜRKÜM DİYENE..!,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
119,119,116,MikeMilnerLife,MikeMilnerLife,Funny news,2012-07-26 18:28:10+00:00,38712,24106,[114],[],[],Health,5149265,Funny news,"[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
120,120,117,FOX 13 Tampa Bay,FOX13News,"Bringing you the important stuff, like breaking news & weather alerts. But also plenty of fun stories, like sports updates and all those #WeLiveHere tales.",2008-08-06 15:12:10+00:00,403994,4484,[114],[],[],Health,5149265,"Bringing you the important stuff, like breaking news & weather alerts. But also plenty of fun stories, like sports updates and all those #WeLiveHere tales.","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
121,121,118,Chris 🇺🇸,Chris_1791,"Roman Catholic. Pro-Life. Pro-adoption (Human  & animals) Pro-Civilization  No-Kill animal shelters. Pro 🇮🇱

❤  Cats, Dogs & Animals. T2D. America First 🇺🇸",2011-06-06 17:20:55+00:00,71180,33127,[114],[],[],Health,5149265,"Roman Catholic. Pro-Life. Pro-adoption (Human  & animals) Pro-Civilization  No-Kill animal shelters. Pro 🇮🇱

❤  Cats, Dogs & Animals. T2D. America First 🇺🇸","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]","['active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active', 'active']"
